Smolt Ocean Survival Population,Managment Unit (FRAM),Latitude,Longitude,Calendar Year,Fishery_Plus_Escapement,Release_No,Smolt Ocean Survival Rate
Kalama Crk H,Nisqually River Wild,47.08810867,-122.7012116,2010,378.12,45852,0.008246532
Kalama Crk H,Nisqually River Wild,47.08810867,-122.7012116,2011,816.61,37651,0.021688933
Kalama Crk H,Nisqually River Wild,47.08810867,-122.7012116,2012,571.33,45670,0.012509963
Kalama Crk H,Nisqually River Wild,47.08810867,-122.7012116,2013,729.14,46556,0.015661569
Kalama Crk H,Nisqually River Wild,47.08810867,-122.7012116,2014,272.79,93632,0.002913427
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1976,1841,30129,0.06110392
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1982,1682,29389,0.057232298
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1983,4056,30096,0.13476874
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1984,4184,30571,0.136861732
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1985,3681,32673,0.112661831
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1986,17807,106335,0.167461325
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1987,7196,46397,0.155096235
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1988,4575,50858,0.089956349
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1989,5599,48847,0.114623211
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1990,3982,45436,0.087639757
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1991,3426,45814,0.074780635
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1992,3897,46332,0.084110334
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1993,3126,46347,0.067447731
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1994,1550,44884,0.034533464
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1995,2151,41294,0.052089892
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1996,601,44273,0.013574865
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1997,345,42302,0.008155643
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1998,1781,133221,0.013368763
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,1999,1003,69032,0.014529494
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,2000,4621,89638,0.051551797
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,2001,3426,88875,0.038548523
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,2002,1766,96127,0.018371529
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,2003,2914,98611,0.029550456
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,2004,265,29140,0.009094029
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,2005,738,94009,0.007850312
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,2006,1125,92414,0.01217348
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,2007,736,98804,0.007449091
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,2008,1027,99028,0.010370804
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,2009,3448,93274,0.036966357
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,2010,2056.21,44540,0.046165469
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,2011,1780.08,47395,0.037558392
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,2012,2308.69,43906,0.052582563
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,2013,1523.88,47416,0.032138519
Nooksack H,Nooksack River Wild,48.77648912,-122.597909,2014,967.49,44673,0.021657153
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1974,5671,166157,0.034130371
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1975,10321,74343,0.13882948
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1976,10945,50378,0.217257533
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1979,22288,170101,0.131028036
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1980,4240,44615,0.095035302
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1981,5262,44236,0.118952889
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1982,5462,52535,0.103968783
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1983,6829,42613,0.16025626
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1984,4612,37008,0.124621703
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1985,11551,123741,0.093348203
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1986,14658,89325,0.164097397
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1987,6847,92437,0.074072071
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1988,7724,49905,0.154774071
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1989,4380,45990,0.095238095
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1990,4056,45691,0.088770217
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1991,4529,43632,0.103799963
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1992,3190,46751,0.068233835
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1993,10513,89526,0.117429574
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1994,4622,45533,0.101508796
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1995,2739,45170,0.060637591
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1996,764,59373,0.012867802
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1997,880,64648,0.013612177
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1998,585,80870,0.007233832
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,1999,5390,90547,0.059527096
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,2000,3502,56316,0.062184814
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,2001,5830,88227,0.066079545
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,2002,4356,79146,0.055037526
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,2003,4195,94704,0.044295911
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,2004,4737,91940,0.051522732
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,2005,2368,90514,0.026161699
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,2006,2704,88952,0.030398417
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,2007,910,104543,0.008704552
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,2008,2620,89968,0.029121465
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,2009,247,91920,0.002687119
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,2010,1515.11,90056,0.016824087
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,2011,2427.58,88699,0.027368741
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,2012,1706.4,90937,0.018764639
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,2013,1321.69,91014,0.014521832
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,2014,931.07,90196,0.010322742
Puyallup H,Puyallup River Wild,47.26849792,-122.4268386,2015,1381.28,73331,0.018836236
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1975,767,50253,0.01526277
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1976,313,134934,0.002319653
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1977,1678,185970,0.009022961
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1978,2476,89934,0.027531301
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1979,2272,82260,0.027619742
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1980,1047,64000,0.016359375
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1981,159,29096,0.005464669
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1982,322,33550,0.009597615
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1983,662,28526,0.023206899
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1984,126,25880,0.004868624
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1985,1281,50236,0.025499642
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1986,590,41201,0.014320041
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1987,2013,77132,0.026098118
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1988,1178,76413,0.015416225
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1989,1311,71220,0.018407751
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1990,3679,70025,0.052538379
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1991,1411,78662,0.017937505
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1992,721,68220,0.010568748
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1993,43,71325,0.000602874
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1994,922,68802,0.013400773
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1995,1148,74530,0.015403193
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1996,249,77375,0.003218094
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1997,519,78229,0.006634368
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1998,4267,166015,0.025702497
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,1999,5087,174118,0.029215819
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,2000,17470,303430,0.057575058
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,2001,5805,173534,0.033451658
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,2002,17521,387767,0.04518435
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,2003,14255,401875,0.035471229
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,2004,14636,400005,0.036589543
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,2005,3150,153104,0.02057425
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,2006,6551,165344,0.039620428
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,2007,6749,160949,0.041932538
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,2008,15316,156688,0.097748392
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,2009,10503,162904,0.064473555
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,2010,10796.33,160371,0.067320962
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,2011,3357.14,146876,0.022856968
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,2012,7253.65,161051,0.04503946
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,2013,13584.44,158257,0.085837846
Quinault H,Quinault River Fall Natural,47.348189,-124.297924,2014,6381.39,167876,0.038012521
Skagit H,Skagit River Wild,48.38805626,-122.3665,1995,2579,44691,0.057707368
Skagit H,Skagit River Wild,48.38805626,-122.3665,1996,4810,245612,0.019583734
Skagit H,Skagit River Wild,48.38805626,-122.3665,1997,3082,85055,0.036235377
Skagit H,Skagit River Wild,48.38805626,-122.3665,1998,1203,88436,0.013603058
Skagit H,Skagit River Wild,48.38805626,-122.3665,1999,4809,84205,0.057110623
Skagit H,Skagit River Wild,48.38805626,-122.3665,2000,4769,80923,0.058932566
Skagit H,Skagit River Wild,48.38805626,-122.3665,2001,9101,154603,0.058866904
Skagit H,Skagit River Wild,48.38805626,-122.3665,2002,11106,239313,0.046407842
Skagit H,Skagit River Wild,48.38805626,-122.3665,2003,16163,192866,0.083804299
Skagit H,Skagit River Wild,48.38805626,-122.3665,2004,10634,202351,0.052552248
Skagit H,Skagit River Wild,48.38805626,-122.3665,2005,1112,93171,0.011935044
Skagit H,Skagit River Wild,48.38805626,-122.3665,2006,3940,88605,0.044467017
Skagit H,Skagit River Wild,48.38805626,-122.3665,2007,3530,86675,0.040726853
Skagit H,Skagit River Wild,48.38805626,-122.3665,2008,4533,94278,0.048081207
Skagit H,Skagit River Wild,48.38805626,-122.3665,2009,2075,88778,0.023372908
Skagit H,Skagit River Wild,48.38805626,-122.3665,2010,5062.26,86927,0.058235761
Skagit H,Skagit River Wild,48.38805626,-122.3665,2011,4910.24,87923,0.055847048
Skagit H,Skagit River Wild,48.38805626,-122.3665,2012,6278.25,84105,0.074647762
Skagit H,Skagit River Wild,48.38805626,-122.3665,2013,3949.16,90718,0.043532265
Skagit H,Skagit River Wild,48.38805626,-122.3665,2014,1377.97,86551,0.015920902
Skagit H,Skagit River Wild,48.38805626,-122.3665,2015,3192.25,95341,0.033482447
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1973,543,61551,0.008821953
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1975,2075,29990,0.06918973
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1979,8145,54899,0.148363358
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1980,3949,26722,0.147780855
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1981,1734,55233,0.031394275
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1982,1971,31988,0.061616856
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1983,3735,30061,0.124247364
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1984,2617,29873,0.087604191
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1985,5993,30869,0.194142991
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1986,4381,47554,0.092126845
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1987,1311,46383,0.028264666
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1988,2432,45072,0.053958111
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1989,2046,46176,0.044308732
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1990,2744,123902,0.022146535
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1991,1664,137136,0.01213394
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1992,755,88356,0.008544977
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1993,2143,45558,0.047038939
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1994,4585,134034,0.034207738
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1995,2504,43435,0.057649361
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1996,1753,46321,0.037844606
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1997,574,90309,0.006355956
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1998,592,45175,0.013104593
Skokomish H,Skokomish River Wild,47.339776,-123.117657,1999,1774,87138,0.020358512
Skokomish H,Skokomish River Wild,47.339776,-123.117657,2000,4618,83783,0.05511858
Skokomish H,Skokomish River Wild,47.339776,-123.117657,2001,5942,100808,0.058943735
Skokomish H,Skokomish River Wild,47.339776,-123.117657,2002,4474,87205,0.051304398
Skokomish H,Skokomish River Wild,47.339776,-123.117657,2003,4608,87743,0.05251701
Skokomish H,Skokomish River Wild,47.339776,-123.117657,2004,4516,87559,0.051576651
Skokomish H,Skokomish River Wild,47.339776,-123.117657,2005,1629,83210,0.019576974
Skokomish H,Skokomish River Wild,47.339776,-123.117657,2006,2704,89844,0.030096612
Skokomish H,Skokomish River Wild,47.339776,-123.117657,2007,2133,86978,0.024523443
Skokomish H,Skokomish River Wild,47.339776,-123.117657,2008,2867,98580,0.029082978
Skokomish H,Skokomish River Wild,47.339776,-123.117657,2009,666,91614,0.007269631
Skokomish H,Skokomish River Wild,47.339776,-123.117657,2010,2485.97,90188,0.02756431
Skokomish H,Skokomish River Wild,47.339776,-123.117657,2011,1840.69,91733,0.020065734
Skokomish H,Skokomish River Wild,47.339776,-123.117657,2012,3420.89,91292,0.037471958
Skokomish H,Skokomish River Wild,47.339776,-123.117657,2013,1181.28,89917,0.013137449
Skokomish H,Skokomish River Wild,47.339776,-123.117657,2014,1112.87,89730,0.01240243
Willapa H,Willapa Bay Natural,46.723579,-124.09049,1973,95,31306,0.003034562
Willapa H,Willapa Bay Natural,46.723579,-124.09049,1976,444,81742,0.005431724
Willapa H,Willapa Bay Natural,46.723579,-124.09049,1982,442,50703,0.008717433
Willapa H,Willapa Bay Natural,46.723579,-124.09049,1983,2249,52796,0.042597924
Willapa H,Willapa Bay Natural,46.723579,-124.09049,1984,1071,102492,0.010449596
Willapa H,Willapa Bay Natural,46.723579,-124.09049,1985,7680,104311,0.073625984
Willapa H,Willapa Bay Natural,46.723579,-124.09049,1986,2778,109599,0.025346947
Willapa H,Willapa Bay Natural,46.723579,-124.09049,1987,4374,109178,0.040063016
Willapa H,Willapa Bay Natural,46.723579,-124.09049,1988,3787,78499,0.048242653
Willapa H,Willapa Bay Natural,46.723579,-124.09049,1995,1540,74219,0.020749404
Willapa H,Willapa Bay Natural,46.723579,-124.09049,1996,278,76069,0.003654577
Willapa H,Willapa Bay Natural,46.723579,-124.09049,1997,1077,150791,0.007142336
Willapa H,Willapa Bay Natural,46.723579,-124.09049,1998,1756,73187,0.023993332
Willapa H,Willapa Bay Natural,46.723579,-124.09049,1999,5319,153065,0.034749943
Willapa H,Willapa Bay Natural,46.723579,-124.09049,2001,7530,133314,0.05648319
Willapa H,Willapa Bay Natural,46.723579,-124.09049,2002,13998,225883,0.061970135
Willapa H,Willapa Bay Natural,46.723579,-124.09049,2003,2916,137210,0.021252095
Willapa H,Willapa Bay Natural,46.723579,-124.09049,2004,9017,137115,0.065762316
Willapa H,Willapa Bay Natural,46.723579,-124.09049,2005,2360,147307,0.016020963
Willapa H,Willapa Bay Natural,46.723579,-124.09049,2006,2126,193991,0.010959271
Willapa H,Willapa Bay Natural,46.723579,-124.09049,2007,1641,183538,0.008940928
Willapa H,Willapa Bay Natural,46.723579,-124.09049,2008,3660,194124,0.018853928
Willapa H,Willapa Bay Natural,46.723579,-124.09049,2009,3742,197584,0.01893878
Willapa H,Willapa Bay Natural,46.723579,-124.09049,2010,3831.66,199236,0.019231765
Willapa H,Willapa Bay Natural,46.723579,-124.09049,2011,2106.28,193207,0.010901675
Willapa H,Willapa Bay Natural,46.723579,-124.09049,2012,1875.75,200493,0.009355688
Willapa H,Willapa Bay Natural,46.723579,-124.09049,2013,15080.64,150745,0.100040731
Willapa H,Willapa Bay Natural,46.723579,-124.09049,2014,2559.5,156804,0.016322925
Willapa H,Willapa Bay Natural,46.723579,-124.09049,2015,3989.81,153398,0.026009531
